"","logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol","significant","direction"
"11728632_s_at",0.0769265306122447,2.39587040816327,3.37180134722931,0.000899158376614155,0.00170306955539874,-2.21645417110818,"PADI6","Not Significant","NS"
"11738518_a_at",-0.082473469387755,2.3507387755102,-3.37150402666439,0.000900075873355402,0.00170474197819865,-2.21740485813438,"PKIA","Not Significant","NS"
"11749442_x_at",0.13489693877551,3.54989234693878,3.37122294427978,0.00090094406490525,0.00170632089236887,-2.21830355468471,"KCNMB1","Not Significant","NS"
"11728252_a_at",-0.111186734693877,2.47413928571429,-3.37119400304845,0.000901033501357018,0.00170642483790381,-2.21839608385509,"CHRDL1","Not Significant","NS"
"11751845_x_at",-0.550241836734692,5.92361071428571,-3.37110449152227,0.000901310169343745,0.00170688335084018,-2.21868226026491,"KIR2DL4 /// KIR2DL5A","Not Significant","NS"
"11757261_at",0.283142857142856,2.33500204081633,3.37093241634873,0.000901842253235097,0.00170782551164801,-2.21923238108347,"UPB1","Not Significant","NS"
"11761326_at",0.13514693877551,2.86072346938776,3.3709057370275,0.000901924776215173,0.00170791629594182,-2.21931767208991,"ABTB1","Not Significant","NS"
"11752817_s_at",-0.265576530612244,6.85137397959184,-3.37088178016245,0.00090199888425581,0.00170799113906129,-2.21939425917576,"A1BG","Not Significant","NS"
"11723090_x_at",0.166471428571428,7.5991387755102,3.37067925826504,0.00090262559169945,0.00170911231775435,-2.22004167685366,"SCGB1D1","Not Significant","NS"
"11737319_at",-0.0950214285714282,2.77559030612245,-3.37063491003874,0.000902762882299911,0.00170930674022403,-2.22018344369352,"C19orf55","Not Significant","NS"
"11735606_x_at",-0.322345918367345,6.21858010204082,-3.3704652317329,0.000903288342368068,0.00171023608634371,-2.22072583465524,"C19orf55","Not Significant","NS"
"11746582_a_at",0.0830010204081631,2.30386785714286,3.37023315888215,0.000904007488461932,0.00171153206153655,-2.22146763565032,"AMPD3","Not Significant","NS"
"11763598_a_at",-0.152242857142857,2.48318775510204,-3.37011714783737,0.000904367183272858,0.00171214742440824,-2.2218384379681,"TBCCD1","Not Significant","NS"
"11763076_at",-0.0860020408163262,2.30745714285714,-3.36997414597076,0.000904810747638071,0.00171292151580687,-2.22229549452734,"HIST1H3D","Not Significant","NS"
"11760782_at",-0.08349693877551,2.20779948979592,-3.36911852752915,0.000907468959190905,0.00171788799519327,-2.22502982540668,"APOL1","Not Significant","NS"
"11751471_a_at",-0.0844693877551017,2.15079387755102,-3.36892242902434,0.000908079218943795,0.00171897735853265,-2.22565641740697,"SLC30A6","Not Significant","NS"
"11755862_a_at",-0.0862142857142853,2.12587040816327,-3.3687936126347,0.00090848030487445,0.00171967069131965,-2.22606800572,"NKIRAS2","Not Significant","NS"
"11734037_a_at",0.146887755102041,2.56482244897959,3.3686946593518,0.000908788520631554,0.00172018818289487,-2.22638416726317,"P2RY10","Not Significant","NS"
"11755183_a_at",0.121727551020408,2.66844540816327,3.36843460429278,0.000909598995384113,0.00172160769266691,-2.22721501899805,"BCAP31","Not Significant","NS"
"11742123_a_at",-0.0640091836734693,2.04978112244898,-3.36843165882998,0.000909608178932444,0.00172160769266691,-2.22722442915064,"RBKS","Not Significant","NS"
"11728221_at",0.243688775510203,2.92427193877551,3.36829471275784,0.000910035253576997,0.00172235000510284,-2.22766193581443,"ACP2","Not Significant","NS"
"11760819_x_at",1.0330081632653,9.7804806122449,3.36788376459564,0.000911317944639674,0.00172471155447308,-2.22897471195164,"ACP2","Significant","Up"
"11740774_x_at",0.0618071428571426,1.98089540816327,3.36762289665791,0.000912133066605016,0.00172618806052097,-2.22980798196946,"SIGLEC14","Not Significant","NS"
"11731236_at",-0.0905816326530609,2.51957040816327,-3.36752867036399,0.000912427658469635,0.00172667940150904,-2.23010894750534,"SIGLEC14","Not Significant","NS"
"11747005_a_at",0.112959183673469,2.77539387755102,3.36700588695643,0.000914063718433957,0.00172965517405088,-2.23177861892047,"KIF5C","Not Significant","NS"
"11762634_at",-0.0999367346938773,2.21740510204082,-3.36700382088235,0.000914070189680353,0.00172965517405088,-2.23178521711259,"ZNF138","Not Significant","NS"
"11744891_at",-0.292168367346938,3.13589846938775,-3.36581915137524,0.00091778780080788,0.00173662330768958,-2.23556797108277,"LRRCC1","Not Significant","NS"
"11747702_a_at",-0.0848591836734692,2.34727653061224,-3.36567909988102,0.000918228228314793,0.0017373901108599,-2.23601508944591,"AKAP2 /// PALM2-AKAP2","Not Significant","NS"
"11758303_s_at",0.168559183673469,4.19616632653061,3.3652877475583,0.000919459981527354,0.00173965407431269,-2.23726440495916,"NAT10","Not Significant","NS"
"11762459_at",-0.147877551020408,3.05552448979592,-3.36520263046829,0.000919728085612705,0.0017400946724924,-2.23753610743552,"XAF1","Not Significant","NS"
"11743529_a_at",0.220369387755101,5.76029387755102,3.3651901881157,0.000919767282981787,0.00174010216968045,-2.23757582418752,"DNASE1L1","Not Significant","NS"
"11755100_a_at",0.36947857142857,5.88241887755102,3.36491224278164,0.000920643305908199,0.00174169279086697,-2.23846300862614,"PTPDC1","Not Significant","NS"
"11721155_a_at",-0.179556122448979,7.40491071428571,-3.36490069643794,0.000920679714306978,0.0017416949502323,-2.23849986243388,"GABRA1","Not Significant","NS"
"11752975_a_at",0.371090816326529,2.30445867346939,3.36476447374936,0.000921109358710692,0.00174244098476601,-2.23893465172342,"SCAMP5","Not Significant","NS"
"11760875_at",0.0976387755102039,2.42376836734694,3.36449101615213,0.000921972405187648,0.00174400678729114,-2.23980741372347,"ZNF207","Not Significant","NS"
"11745355_a_at",-0.232017346938775,4.43804540816327,-3.36441807481817,0.000922202739371811,0.00174437567454197,-2.24004020120374,"CDK2","Not Significant","NS"
"11742903_at",0.202422448979591,7.51908571428571,3.36433467492371,0.000922466165437808,0.0017448071254811,-2.24030636098397,"ZNF280D","Not Significant","NS"
"11735859_at",0.0899122448979589,2.46977857142857,3.3641785677834,0.000922959432713179,0.00174567326199583,-2.24080454056597,"HSPA8","Not Significant","NS"
"11750692_s_at",0.230811224489795,4.94714030612245,3.36412921851035,0.000923115417748173,0.00174590142543318,-2.24096202299346,"HSPA8","Not Significant","NS"
"11740810_at",0.0974887755102036,2.35550867346939,3.36380834773787,0.000924130238584963,0.00174775383765776,-2.24198592928115,"GPN1","Not Significant","NS"
"11733680_a_at",0.0781795918367345,2.18104081632653,3.36369893454695,0.000924476518730629,0.00174834178425484,-2.24233504948893,"SSU72","Not Significant","NS"
"11730231_s_at",0.127525510204082,8.000575,3.36354457671392,0.000924965249504997,0.00174919907379107,-2.24282756374431,"SSU72","Not Significant","NS"
"11759273_x_at",0.105045918367347,2.05480969387755,3.36255113884986,0.000928116468492763,0.00175509112854126,-2.24599687443051,"HIST1H2AB","Not Significant","NS"
"11729078_a_at",-0.188614285714285,2.57521326530612,-3.36241964945609,0.000928534307655839,0.00175581404134821,-2.24641629536761,"APP","Not Significant","NS"
"11737112_at",-0.0771132653061222,2.15156479591837,-3.36234571111129,0.000928769341659129,0.00175619123620406,-2.24665213527,"EDARADD","Not Significant","NS"
"11743533_x_at",-0.167655102040816,5.53833775510204,-3.36203603868259,0.000929754326902983,0.00175798641557604,-2.24763984203255,"EDARADD","Not Significant","NS"
"11738693_at",-0.0946734693877551,3.2112887755102,-3.36199423049042,0.000929887382284394,0.00175817068382454,-2.24777318393531,"EDARADD","Not Significant","NS"
"11720277_a_at",-0.447663265306121,5.8410612244898,-3.36176119653802,0.000930629343094581,0.00175950617273722,-2.24851638896926,"MYOT","Not Significant","NS"
"11731660_a_at",-0.102123469387754,2.50644846938776,-3.36164092360268,0.000931012498364709,0.00176016320512363,-2.24889995224304,"C11orf93","Not Significant","NS"
"11762973_at",-0.094975510204081,2.63710816326531,-3.36155758703332,0.000931278071276293,0.00176059789564947,-2.24916571431752,"FAM198B","Not Significant","NS"
"11739369_s_at",-0.16389387755102,6.70774081632653,-3.36121651371546,0.000932365724284817,0.0017625866505715,-2.25025334312638,"FAM198B","Not Significant","NS"
"11720359_at",-0.223117346938775,4.12789846938776,-3.36035322789984,0.000935123968992919,0.00176773329503098,-2.25300578543679,"EIF5","Not Significant","NS"
"11735527_a_at",-0.257046938775509,5.3621112244898,-3.36025560369075,0.000935436362557467,0.00176825615100907,-2.25331700423196,"CASC5","Not Significant","NS"
"11745679_a_at",0.133349999999999,8.03282602040816,3.35982092899474,0.000936828487148649,0.00177081990532105,-2.2547026173691,"EYA1","Not Significant","NS"
"11762286_at",0.204724489795918,2.41814591836735,3.35965782725136,0.000937351348892321,0.00177174042086636,-2.25522249580866,"NR3C1","Not Significant","NS"
"11762912_a_at",-0.104207142857143,2.35297397959184,-3.35950281019366,0.000937848545718735,0.00177261235710764,-2.25571658388006,"PHACTR4","Not Significant","NS"
"11747808_a_at",-0.334335714285714,6.69874846938776,-3.35920603233949,0.000938801108556883,0.00177434487360085,-2.25666245146856,"FAM111A","Not Significant","NS"
"11735891_a_at",0.129342857142857,3.42133163265306,3.35913712811658,0.000939022398419864,0.00177469519606458,-2.25688204706457,"TMEM169","Not Significant","NS"
"11732627_at",0.163164285714285,2.96027397959184,3.35897614865125,0.000939539582980453,0.0017756046932907,-2.25739506792327,"GGPS1","Not Significant","NS"
"11742917_a_at",-0.228045918367346,3.10593316326531,-3.35893243070748,0.000939680083106519,0.00177580226473419,-2.25753438760577,"GGPS1","Not Significant","NS"
"11737899_a_at",-0.135539795918367,3.09878520408163,-3.3580830027639,0.000942413858558949,0.00178090039101524,-2.26024101098382,"CASC1","Not Significant","NS"
"11743611_a_at",-0.155244897959184,10.0628071428571,-3.35734528048483,0.000944794145424689,0.0017853301574878,-2.26259119955728,"CASC1","Not Significant","NS"
"11749209_s_at",-0.0963653061224487,2.74847857142857,-3.35706084453463,0.000945713386023136,0.00178699882469156,-2.26349721452569,"JKAMP","Not Significant","NS"
"11734814_a_at",-0.182292857142857,2.33876275510204,-3.35704587451876,0.000945761789263536,0.00178702191240651,-2.26354489668176,"TRIM17","Not Significant","NS"
"11757247_s_at",-0.097739795918367,2.65586479591837,-3.35702471311467,0.000945830215348785,0.00178708283017886,-2.26361229918428,"C4orf17","Not Significant","NS"
"11755517_s_at",0.273894897959183,6.44781785714286,3.35675560961262,0.000946700773350323,0.00178865925982934,-2.26446940443242,"COPE","Not Significant","NS"
"11738073_s_at",0.221111224489796,6.31836173469388,3.35672618150666,0.000946796019519514,0.00178877078117792,-2.26456313039341,"COPE","Not Significant","NS"
"11735653_a_at",0.23220612244898,6.34626020408163,3.35634610672252,0.000948026962750872,0.00179102787125261,-2.26577356974568,"APAF1","Not Significant","NS"
"11751823_a_at",-0.178892857142857,3.61929234693878,-3.35619026693328,0.00094853211070726,0.00179191365692712,-2.26626984363146,"APAF1","Not Significant","NS"
"11733645_a_at",0.0787061224489794,2.02072959183673,3.35603595113073,0.000949032566274732,0.00179279051057813,-2.26676124412068,"ZNF674","Not Significant","NS"
"11735283_a_at",-0.184611224489794,6.94159846938776,-3.35593076784133,0.000949373823333298,0.00179336657126447,-2.26709617636825,"NGEF","Not Significant","NS"
"11734143_at",0.133113265306122,2.6347137755102,3.35585155228514,0.000949630906187135,0.00179378358894465,-2.26734841410161,"OTUD5","Not Significant","NS"
"11722545_at",-0.105621428571428,2.6396556122449,-3.35538390585406,0.000951149910886987,0.00179658416197754,-2.26883738311033,"OTUD5","Not Significant","NS"
"11734944_at",-0.271168367346938,3.43609540816327,-3.35509963908259,0.000952074371442692,0.00179826155612762,-2.26974238764009,"FOXB1","Not Significant","NS"
"11735225_x_at",-0.184127551020408,4.1852056122449,-3.35506207795191,0.000952196586251609,0.00179842361207824,-2.26986196383923,"CPS1","Not Significant","NS"
"11747116_a_at",0.155691836734694,2.86153571428571,3.35489000769498,0.000952756648339696,0.00179941259072638,-2.27040973580169,"PPP2R3A","Not Significant","NS"
"11739853_a_at",0.184395918367346,3.56175102040816,3.35478169546998,0.000953109345549977,0.00180000987148494,-2.27075452630145,"NCDN","Not Significant","NS"
"11745115_a_at",-0.0925316326530609,2.47988928571429,-3.35466206482543,0.000953499040564116,0.00180067697668538,-2.27113533521285,"SH2D3C","Not Significant","NS"
"11762461_x_at",-0.125320408163265,2.48209795918367,-3.35464909612556,0.000953541294840804,0.00180068791629734,-2.27117661652071,"SIRPB2","Not Significant","NS"
"11748555_a_at",0.183763265306122,3.12999489795918,3.35426151683517,0.000954804902352762,0.00180300519663494,-2.27241027360298,"RCC1 /// SNHG3-RCC1","Not Significant","NS"
"11743557_a_at",0.0826693877551018,2.18509081632653,3.35420325610666,0.000954994982275791,0.00180329518217757,-2.27259570534276,"MGAT4C","Not Significant","NS"
"11727642_a_at",-0.320953061224489,4.72547040816327,-3.35411736463498,0.000955275273949384,0.00180375548381817,-2.27286907473433,"FXYD3","Not Significant","NS"
"11749868_a_at",-0.100515306122448,2.38056275510204,-3.35402727123531,0.00095556936037769,0.00180424179659017,-2.27315581102309,"APOBEC3F","Not Significant","NS"
"11739205_a_at",0.0808448979591836,2.33813673469388,3.3535715219365,0.000957058330497249,0.00180698408494618,-2.27460619898438,"APOBEC3F","Not Significant","NS"
"11755752_a_at",-0.128254081632653,2.82002602040816,-3.35350255908773,0.000957283826271838,0.00180734073875147,-2.27482565277161,"APOBEC3F","Not Significant","NS"
"11731642_a_at",-0.117752040816326,2.87435153061224,-3.35314501295114,0.000958453731261581,0.00180948033074982,-2.27596337266714,"AGBL1","Not Significant","NS"
"11751693_s_at",-0.094869387755102,2.44880510204082,-3.35294336974065,0.000959114104078694,0.00181065784189719,-2.27660495822593,"GREB1L","Not Significant","NS"
"11742329_at",-0.138435714285714,3.83164030612245,-3.35290447954583,0.000959241516625233,0.00181082915561537,-2.27672869454896,"VSTM2A","Not Significant","NS"
"11741592_x_at",0.35549081632653,4.01715663265306,3.35261192109258,0.00096020050681636,0.00181257022512166,-2.27765948217074,"SORBS2","Not Significant","NS"
"11738132_a_at",-0.0713877551020406,2.04156428571429,-3.35255656509792,0.000960382061295407,0.00181284365245327,-2.27783559156161,"SORBS2","Not Significant","NS"
"11725698_x_at",0.234610204081632,4.3718693877551,3.35244838171142,0.000960736969527213,0.00181344427369939,-2.27817975836941,"LTBP1","Not Significant","NS"
"11762176_at",-0.0819418367346934,2.17274234693878,-3.35237736703221,0.000960970008015146,0.00181381482193143,-2.27840567395419,"LTBP1","Not Significant","NS"
"11753382_a_at",0.120620408163265,2.85709081632653,3.35173886244836,0.000963067665848911,0.00181770464517367,-2.28043672622656,"UGT2B15","Not Significant","NS"
"11738764_at",-0.0767877551020408,2.23770204081633,-3.35151641670342,0.000963799462549064,0.00181901632810212,-2.28114423438173,"UGT2B15","Not Significant","NS"
"11759566_a_at",0.27012857142857,4.21999081632653,3.35143093793088,0.000964080806563828,0.00181947778634061,-2.28141609596066,"UGT2B15","Not Significant","NS"
"11738706_at",-0.0895795918367345,2.27819081632653,-3.35045199481494,0.000967308360236069,0.00182549928077567,-2.28452914177127,"LDB2","Not Significant","NS"
"11729773_a_at",0.115853061224489,2.32201224489796,3.350417844408,0.000967421135169971,0.00182564234549118,-2.28463772565994,"CCDC77","Not Significant","NS"
"11739753_at",0.160527551020408,2.82538928571429,3.3494284799603,0.000970693646199046,0.00183174798101662,-2.28778305876723,"IL12RB1","Not Significant","NS"
"11763069_x_at",-0.121959183673469,2.4684693877551,-3.34936019511352,0.000970919891964511,0.00183210491305821,-2.28800011563922,"GOPC","Not Significant","NS"
"11720700_a_at",-0.0778408163265304,2.16226734693878,-3.34912896484717,0.000971686384504521,0.00183348121289651,-2.2887350974007,"GOPC /// ROS1","Not Significant","NS"
"11715854_at",0.110997959183673,2.74473775510204,3.34907745477125,0.000971857209316344,0.00183373348129048,-2.28889881965801,"KCNAB1","Not Significant","NS"
"11754618_a_at",0.191606122448979,4.85454897959184,3.3490252358295,0.000972030413570513,0.00183399021985075,-2.28906479271837,"KCNAB1","Not Significant","NS"
"11763200_at",0.175629591836734,3.29588112244898,3.34889280302435,0.000972469807195169,0.00183471941856015,-2.28948570775067,"TMEM144","Not Significant","NS"
